Disability,Region,Population,age/ave_affected,age affection
Communication Disability,Region II (Cagayan Valley),17874,Age: 20-34,157.0
Hearing Disability,Region II (Cagayan Valley),17874,Age: 20-34,112.0
Mobility Disability,Region II (Cagayan Valley),17874,Age: 20-34,101.0
Self-Care Disability,Region II (Cagayan Valley),17874,Age: 20-34,84.0
Visual Disability,Region II (Cagayan Valley),17874,Age: 20-34,286.0
Cognitive Disability,Region II (Cagayan Valley),1273322,Age: 20-34,96.0
Communication Disability,Region II (Cagayan Valley),1273322,Age: 20-34,87.0
Hearing Disability,Region II (Cagayan Valley),1273322,Age: 20-34,98.0
Mobility Disability,Region II (Cagayan Valley),1273322,Age: 20-34,98.0
Self-Care Disability,Region II (Cagayan Valley),1273322,Age: 20-34,60.0
Visual Disability,Region II (Cagayan Valley),1273322,Age: 20-34,412.0
Cognitive Disability,Region II (Cagayan Valley),1685739,Age: 20-34,116.0
Communication Disability,Region II (Cagayan Valley),1685739,Age: 20-34,111.0
Hearing Disability,Region II (Cagayan Valley),1685739,Age: 20-34,107.0
Mobility Disability,Region II (Cagayan Valley),1685739,Age: 20-34,100.0
Self-Care Disability,Region II (Cagayan Valley),1685739,Age: 20-34,52.0
Visual Disability,Region II (Cagayan Valley),1685739,Age: 20-34,515.0
Cognitive Disability,Region II (Cagayan Valley),482894,Age: 20-34,126.0
Communication Disability,Region II (Cagayan Valley),482894,Age: 20-34,100.0
Hearing Disability,Region II (Cagayan Valley),482894,Age: 20-34,109.0
Mobility Disability,Region II (Cagayan Valley),482894,Age: 20-34,110.0
Self-Care Disability,Region II (Cagayan Valley),482894,Age: 20-34,65.0
Visual Disability,Region II (Cagayan Valley),482894,Age: 20-34,379.0
Cognitive Disability,Region II (Cagayan Valley),197917,Age: 20-34,113.0
Communication Disability,Region II (Cagayan Valley),197917,Age: 20-34,83.0
Hearing Disability,Region II (Cagayan Valley),197917,Age: 20-34,109.0
Mobility Disability,Region II (Cagayan Valley),197917,Age: 20-34,102.0
Self-Care Disability,Region II (Cagayan Valley),197917,Age: 20-34,55.0
Visual Disability,Region II (Cagayan Valley),197917,Age: 20-34,291.0
Cognitive Disability,Region III (Central Luzon),227530,Age: 20-34,109.0
Communication Disability,Region III (Central Luzon),227530,Age: 20-34,96.0
Hearing Disability,Region III (Central Luzon),227530,Age: 20-34,88.0
Mobility Disability,Region III (Central Luzon),227530,Age: 20-34,100.0
Self-Care Disability,Region III (Central Luzon),227530,Age: 20-34,51.0
Visual Disability,Region III (Central Luzon),227530,Age: 20-34,232.0
Cognitive Disability,Region III (Central Luzon),836076,Age: 20-34,88.0
Communication Disability,Region III (Central Luzon),836076,Age: 20-34,80.0
Hearing Disability,Region III (Central Luzon),836076,Age: 20-34,93.0
Mobility Disability,Region III (Central Luzon),836076,Age: 20-34,80.0
Self-Care Disability,Region III (Central Luzon),836076,Age: 20-34,49.0
Visual Disability,Region III (Central Luzon),836076,Age: 20-34,784.0
Cognitive Disability,Region III (Central Luzon),3646679,Age: 20-34,82.0
Communication Disability,Region III (Central Luzon),3646679,Age: 20-34,94.0
Hearing Disability,Region III (Central Luzon),3646679,Age: 20-34,95.0
Mobility Disability,Region III (Central Luzon),3646679,Age: 20-34,75.0
Self-Care Disability,Region III (Central Luzon),3646679,Age: 20-34,52.0
Visual Disability,Region III (Central Luzon),3646679,Age: 20-34,879.0
Cognitive Disability,Region III (Central Luzon),2355414,Age: 20-34,71.0
Communication Disability,Region III (Central Luzon),2355414,Age: 20-34,87.0
Hearing Disability,Region III (Central Luzon),2355414,Age: 20-34,86.0
Mobility Disability,Region III (Central Luzon),2355414,Age: 20-34,75.0
Self-Care Disability,Region III (Central Luzon),2355414,Age: 20-34,53.0
Visual Disability,Region III (Central Luzon),2355414,Age: 20-34,562.0
Cognitive Disability,Region III (Central Luzon),2893624,Age: 20-34,44.0
Communication Disability,Region III (Central Luzon),2893624,Age: 20-34,74.0
Hearing Disability,Region III (Central Luzon),2893624,Age: 20-34,52.0
Mobility Disability,Region III (Central Luzon),2893624,Age: 20-34,47.0
Self-Care Disability,Region III (Central Luzon),2893624,Age: 20-34,31.0
Visual Disability,Region III (Central Luzon),2893624,Age: 20-34,459.0
Cognitive Disability,Region III (Central Luzon),1460137,Age: 20-34,58.0
Communication Disability,Region III (Central Luzon),1460137,Age: 20-34,83.0
Hearing Disability,Region III (Central Luzon),1460137,Age: 20-34,70.0
Mobility Disability,Region III (Central Luzon),1460137,Age: 20-34,64.0
Self-Care Disability,Region III (Central Luzon),1460137,Age: 20-34,45.0
Visual Disability,Region III (Central Luzon),1460137,Age: 20-34,355.0
Cognitive Disability,Region III (Central Luzon),894254,Age: 20-34,98.0
Communication Disability,Region III (Central Luzon),894254,Age: 20-34,80.0
Hearing Disability,Region III (Central Luzon),894254,Age: 20-34,112.0
Mobility Disability,Region III (Central Luzon),894254,Age: 20-34,83.0
Self-Care Disability,Region III (Central Luzon),894254,Age: 20-34,45.0
Visual Disability,Region III (Central Luzon),894254,Age: 20-34,701.0
Cognitive Disability,Region IV-A (CALABARZON),3033730,Age: 20-34,54.0
Communication Disability,Region IV-A (CALABARZON),3033730,Age: 20-34,74.0
Hearing Disability,Region IV-A (CALABARZON),3033730,Age: 20-34,60.0
Mobility Disability,Region IV-A (CALABARZON),3033730,Age: 20-34,63.0
Self-Care Disability,Region IV-A (CALABARZON),3033730,Age: 20-34,41.0
Visual Disability,Region IV-A (CALABARZON),3033730,Age: 20-34,465.0
Cognitive Disability,Region IV-A (CALABARZON),4210866,Age: 20-34,59.0
Communication Disability,Region IV-A (CALABARZON),4210866,Age: 20-34,80.0
Hearing Disability,Region IV-A (CALABARZON),4210866,Age: 20-34,70.0
Mobility Disability,Region IV-A (CALABARZON),4210866,Age: 20-34,61.0
Self-Care Disability,Region IV-A (CALABARZON),4210866,Age: 20-34,40.0
Visual Disability,Region IV-A (CALABARZON),4210866,Age: 20-34,666.0
Cognitive Disability,Region IV-A (CALABARZON),3343703,Age: 20-34,72.0
Communication Disability,Region IV-A (CALABARZON),3343703,Age: 20-34,83.0
Hearing Disability,Region IV-A (CALABARZON),3343703,Age: 20-34,69.0
Mobility Disability,Region IV-A (CALABARZON),3343703,Age: 20-34,66.0
Self-Care Disability,Region IV-A (CALABARZON),3343703,Age: 20-34,50.0
Visual Disability,Region IV-A (CALABARZON),3343703,Age: 20-34,627.0
Cognitive Disability,Region IV-A (CALABARZON),2260033,Age: 20-34,150.0
Communication Disability,Region IV-A (CALABARZON),2260033,Age: 20-34,105.0
Hearing Disability,Region IV-A (CALABARZON),2260033,Age: 20-34,113.0
Mobility Disability,Region IV-A (CALABARZON),2260033,Age: 20-34,93.0
Self-Care Disability,Region IV-A (CALABARZON),2260033,Age: 20-34,54.0
Visual Disability,Region IV-A (CALABARZON),2260033,Age: 20-34,504.0
Cognitive Disability,Region IV-A (CALABARZON),3208959,Age: 20-34,71.0
Communication Disability,Region IV-A (CALABARZON),3208959,Age: 20-34,75.0
Hearing Disability,Region IV-A (CALABARZON),3208959,Age: 20-34,78.0
Mobility Disability,Region IV-A (CALABARZON),3208959,Age: 20-34,61.0
Self-Care Disability,Region IV-A (CALABARZON),3208959,Age: 20-34,40.0
Visual Disability,Region IV-A (CALABARZON),3208959,Age: 20-34,672.0
Cognitive Disability,Region IX (Zamboanga Peninsula),127728,Age: 20-34,65.0
Communication Disability,Region IX (Zamboanga Peninsula),127728,Age: 20-34,90.0
Hearing Disability,Region IX (Zamboanga Peninsula),127728,Age: 20-34,44.0
Mobility Disability,Region IX (Zamboanga Peninsula),127728,Age: 20-34,41.0
Self-Care Disability,Region IX (Zamboanga Peninsula),127728,Age: 20-34,69.0
Visual Disability,Region IX (Zamboanga Peninsula),127728,Age: 20-34,168.0
Cognitive Disability,Region IX (Zamboanga Peninsula),1047292,Age: 20-34,137.0
Communication Disability,Region IX (Zamboanga Peninsula),1047292,Age: 20-34,101.0
Hearing Disability,Region IX (Zamboanga Peninsula),1047292,Age: 20-34,92.0
Mobility Disability,Region IX (Zamboanga Peninsula),1047292,Age: 20-34,80.0
Self-Care Disability,Region IX (Zamboanga Peninsula),1047292,Age: 20-34,55.0
Visual Disability,Region IX (Zamboanga Peninsula),1047292,Age: 20-34,266.0
Cognitive Disability,Region IX (Zamboanga Peninsula),1928337,Age: 20-34,108.0
Communication Disability,Region IX (Zamboanga Peninsula),1928337,Age: 20-34,99.0
Hearing Disability,Region IX (Zamboanga Peninsula),1928337,Age: 20-34,71.0
Mobility Disability,Region IX (Zamboanga Peninsula),1928337,Age: 20-34,71.0
Self-Care Disability,Region IX (Zamboanga Peninsula),1928337,Age: 20-34,64.0
Visual Disability,Region IX (Zamboanga Peninsula),1928337,Age: 20-34,271.0
Cognitive Disability,Region IX (Zamboanga Peninsula),679404,Age: 20-34,173.0
Communication Disability,Region IX (Zamboanga Peninsula),679404,Age: 20-34,110.0
Hearing Disability,Region IX (Zamboanga Peninsula),679404,Age: 20-34,96.0
Mobility Disability,Region IX (Zamboanga Peninsula),679404,Age: 20-34,90.0
Self-Care Disability,Region IX (Zamboanga Peninsula),679404,Age: 20-34,57.0
Visual Disability,Region IX (Zamboanga Peninsula),679404,Age: 20-34,318.0
Cognitive Disability,Region V (Bicol Region),1396088,Age: 20-34,103.0
Communication Disability,Region V (Bicol Region),1396088,Age: 20-34,109.0
Hearing Disability,Region V (Bicol Region),1396088,Age: 20-34,113.0
Mobility Disability,Region V (Bicol Region),1396088,Age: 20-34,95.0
Self-Care Disability,Region V (Bicol Region),1396088,Age: 20-34,56.0
Visual Disability,Region V (Bicol Region),1396088,Age: 20-34,408.0
Cognitive Disability,Region V (Bicol Region),622514,Age: 20-34,162.0
Communication Disability,Region V (Bicol Region),622514,Age: 20-34,142.0
Hearing Disability,Region V (Bicol Region),622514,Age: 20-34,157.0
Mobility Disability,Region V (Bicol Region),622514,Age: 20-34,120.0
Self-Care Disability,Region V (Bicol Region),622514,Age: 20-34,67.0
Visual Disability,Region V (Bicol Region),622514,Age: 20-34,428.0
Cognitive Disability,Region V (Bicol Region),2059495,Age: 20-34,169.0
Communication Disability,Region V (Bicol Region),2059495,Age: 20-34,130.0
Hearing Disability,Region V (Bicol Region),2059495,Age: 20-34,154.0
Mobility Disability,Region V (Bicol Region),2059495,Age: 20-34,112.0
Self-Care Disability,Region V (Bicol Region),2059495,Age: 20-34,66.0
Visual Disability,Region V (Bicol Region),2059495,Age: 20-34,489.0
Cognitive Disability,Region V (Bicol Region),272941,Age: 20-34,215.0
Communication Disability,Region V (Bicol Region),272941,Age: 20-34,154.0
Hearing Disability,Region V (Bicol Region),272941,Age: 20-34,179.0
Mobility Disability,Region V (Bicol Region),272941,Age: 20-34,124.0
Self-Care Disability,Region V (Bicol Region),272941,Age: 20-34,64.0
Visual Disability,Region V (Bicol Region),272941,Age: 20-34,303.0
Cognitive Disability,Region V (Bicol Region),937079,Age: 20-34,92.0
Communication Disability,Region V (Bicol Region),937079,Age: 20-34,100.0
Hearing Disability,Region V (Bicol Region),937079,Age: 20-34,80.0
Mobility Disability,Region V (Bicol Region),937079,Age: 20-34,73.0
Self-Care Disability,Region V (Bicol Region),937079,Age: 20-34,46.0
Visual Disability,Region V (Bicol Region),937079,Age: 20-34,256.0
Cognitive Disability,Region V (Bicol Region),845718,Age: 20-34,131.0
Communication Disability,Region V (Bicol Region),845718,Age: 20-34,135.0
Hearing Disability,Region V (Bicol Region),845718,Age: 20-34,137.0
Mobility Disability,Region V (Bicol Region),845718,Age: 20-34,105.0
Self-Care Disability,Region V (Bicol Region),845718,Age: 20-34,61.0
Visual Disability,Region V (Bicol Region),845718,Age: 20-34,479.0
Cognitive Disability,Region VI (Western Visayas),605584,Age: 20-34,175.0
Communication Disability,Region VI (Western Visayas),605584,Age: 20-34,121.0
Hearing Disability,Region VI (Western Visayas),605584,Age: 20-34,103.0
Mobility Disability,Region VI (Western Visayas),605584,Age: 20-34,108.0
Self-Care Disability,Region VI (Western Visayas),605584,Age: 20-34,69.0
Visual Disability,Region VI (Western Visayas),605584,Age: 20-34,394.0
Cognitive Disability,Region VI (Western Visayas),612454,Age: 20-34,226.0
Communication Disability,Region VI (Western Visayas),612454,Age: 20-34,129.0
Hearing Disability,Region VI (Western Visayas),612454,Age: 20-34,137.0
Mobility Disability,Region VI (Western Visayas),612454,Age: 20-34,125.0
Self-Care Disability,Region VI (Western Visayas),612454,Age: 20-34,78.0
Visual Disability,Region VI (Western Visayas),612454,Age: 20-34,409.0
Cognitive Disability,Region VI (Western Visayas),803083,Age: 20-34,150.0
Communication Disability,Region VI (Western Visayas),803083,Age: 20-34,115.0
Hearing Disability,Region VI (Western Visayas),803083,Age: 20-34,85.0
Mobility Disability,Region VI (Western Visayas),803083,Age: 20-34,90.0
Self-Care Disability,Region VI (Western Visayas),803083,Age: 20-34,65.0
Visual Disability,Region VI (Western Visayas),803083,Age: 20-34,272.0
Cognitive Disability,Region VI (Western Visayas),185174,Age: 20-34,124.0
Communication Disability,Region VI (Western Visayas),185174,Age: 20-34,123.0
Hearing Disability,Region VI (Western Visayas),185174,Age: 20-34,77.0
Mobility Disability,Region VI (Western Visayas),185174,Age: 20-34,90.0
Self-Care Disability,Region VI (Western Visayas),185174,Age: 20-34,64.0
Visual Disability,Region VI (Western Visayas),185174,Age: 20-34,244.0
Cognitive Disability,Region VI (Western Visayas),2524211,Age: 20-34,130.0
Communication Disability,Region VI (Western Visayas),2524211,Age: 20-34,105.0
Hearing Disability,Region VI (Western Visayas),2524211,Age: 20-34,87.0
Mobility Disability,Region VI (Western Visayas),2524211,Age: 20-34,89.0
Self-Care Disability,Region VI (Western Visayas),2524211,Age: 20-34,61.0
Visual Disability,Region VI (Western Visayas),2524211,Age: 20-34,406.0
Cognitive Disability,Region VI (Western Visayas),3174389,Age: 20-34,92.0
Communication Disability,Region VI (Western Visayas),3174389,Age: 20-34,103.0
Hearing Disability,Region VI (Western Visayas),3174389,Age: 20-34,67.0
Mobility Disability,Region VI (Western Visayas),3174389,Age: 20-34,67.0
Self-Care Disability,Region VI (Western Visayas),3174389,Age: 20-34,53.0
Visual Disability,Region VI (Western Visayas),3174389,Age: 20-34,221.0
Cognitive Disability,Region VII (Central Visayas),1365107,Age: 20-34,169.0
Communication Disability,Region VII (Central Visayas),1365107,Age: 20-34,122.0
Hearing Disability,Region VII (Central Visayas),1365107,Age: 20-34,114.0
Mobility Disability,Region VII (Central Visayas),1365107,Age: 20-34,92.0
Self-Care Disability,Region VII (Central Visayas),1365107,Age: 20-34,63.0
Visual Disability,Region VII (Central Visayas),1365107,Age: 20-34,329.0
Cognitive Disability,Region VII (Central Visayas),5085207,Age: 20-34,123.0
Communication Disability,Region VII (Central Visayas),5085207,Age: 20-34,100.0
Hearing Disability,Region VII (Central Visayas),5085207,Age: 20-34,83.0
Mobility Disability,Region VII (Central Visayas),5085207,Age: 20-34,73.0
Self-Care Disability,Region VII (Central Visayas),5085207,Age: 20-34,50.0
Visual Disability,Region VII (Central Visayas),5085207,Age: 20-34,422.0
Cognitive Disability,Region VII (Central Visayas),1406274,Age: 20-34,179.0
Communication Disability,Region VII (Central Visayas),1406274,Age: 20-34,121.0
Hearing Disability,Region VII (Central Visayas),1406274,Age: 20-34,96.0
Mobility Disability,Region VII (Central Visayas),1406274,Age: 20-34,94.0
Self-Care Disability,Region VII (Central Visayas),1406274,Age: 20-34,78.0
Visual Disability,Region VII (Central Visayas),1406274,Age: 20-34,307.0
Cognitive Disability,Region VII (Central Visayas),100457,Age: 20-34,153.0
Communication Disability,Region VII (Central Visayas),100457,Age: 20-34,140.0
Hearing Disability,Region VII (Central Visayas),100457,Age: 20-34,90.0
Mobility Disability,Region VII (Central Visayas),100457,Age: 20-34,102.0
Self-Care Disability,Region VII (Central Visayas),100457,Age: 20-34,78.0
Visual Disability,Region VII (Central Visayas),100457,Age: 20-34,263.0
Cognitive Disability,Region VIII (Eastern Visayas),179362,Age: 20-34,137.0
Communication Disability,Region VIII (Eastern Visayas),179362,Age: 20-34,123.0
Hearing Disability,Region VIII (Eastern Visayas),179362,Age: 20-34,98.0
Mobility Disability,Region VIII (Eastern Visayas),179362,Age: 20-34,80.0
Self-Care Disability,Region VIII (Eastern Visayas),179362,Age: 20-34,47.0
Visual Disability,Region VIII (Eastern Visayas),179362,Age: 20-34,205.0
Cognitive Disability,Region VIII (Eastern Visayas),503495,Age: 20-34,152.0
Communication Disability,Region VIII (Eastern Visayas),503495,Age: 20-34,118.0
Hearing Disability,Region VIII (Eastern Visayas),503495,Age: 20-34,164.0
Mobility Disability,Region VIII (Eastern Visayas),503495,Age: 20-34,117.0
Self-Care Disability,Region VIII (Eastern Visayas),503495,Age: 20-34,45.0
Visual Disability,Region VIII (Eastern Visayas),503495,Age: 20-34,399.0
Cognitive Disability,Region VIII (Eastern Visayas),2124269,Age: 20-34,139.0
Communication Disability,Region VIII (Eastern Visayas),2124269,Age: 20-34,106.0
Hearing Disability,Region VIII (Eastern Visayas),2124269,Age: 20-34,99.0
Mobility Disability,Region VIII (Eastern Visayas),2124269,Age: 20-34,83.0
Self-Care Disability,Region VIII (Eastern Visayas),2124269,Age: 20-34,53.0
Visual Disability,Region VIII (Eastern Visayas),2124269,Age: 20-34,355.0
Cognitive Disability,Region VIII (Eastern Visayas),668766,Age: 20-34,168.0
Communication Disability,Region VIII (Eastern Visayas),668766,Age: 20-34,102.0
Hearing Disability,Region VIII (Eastern Visayas),668766,Age: 20-34,136.0
Mobility Disability,Region VIII (Eastern Visayas),668766,Age: 20-34,103.0
Self-Care Disability,Region VIII (Eastern Visayas),668766,Age: 20-34,70.0
Visual Disability,Region VIII (Eastern Visayas),668766,Age: 20-34,442.0
Cognitive Disability,Region VIII (Eastern Visayas),822095,Age: 20-34,78.0
Communication Disability,Region VIII (Eastern Visayas),822095,Age: 20-34,80.0
Hearing Disability,Region VIII (Eastern Visayas),822095,Age: 20-34,89.0
Mobility Disability,Region VIII (Eastern Visayas),822095,Age: 20-34,65.0
Self-Care Disability,Region VIII (Eastern Visayas),822095,Age: 20-34,36.0
Visual Disability,Region VIII (Eastern Visayas),822095,Age: 20-34,257.0
Cognitive Disability,Region VIII (Eastern Visayas),444355,Age: 20-34,189.0
Communication Disability,Region VIII (Eastern Visayas),444355,Age: 20-34,125.0
Hearing Disability,Region VIII (Eastern Visayas),444355,Age: 20-34,99.0
Mobility Disability,Region VIII (Eastern Visayas),444355,Age: 20-34,84.0
Self-Care Disability,Region VIII (Eastern Visayas),444355,Age: 20-34,66.0
Visual Disability,Region VIII (Eastern Visayas),444355,Age: 20-34,307.0
Cognitive Disability,Region X (Northern Mindanao),1510189,Age: 20-34,188.0
Communication Disability,Region X (Northern Mindanao),1510189,Age: 20-34,135.0
Hearing Disability,Region X (Northern Mindanao),1510189,Age: 20-34,107.0
Mobility Disability,Region X (Northern Mindanao),1510189,Age: 20-34,99.0
Self-Care Disability,Region X (Northern Mindanao),1510189,Age: 20-34,78.0
Visual Disability,Region X (Northern Mindanao),1510189,Age: 20-34,318.0
Cognitive Disability,Region X (Northern Mindanao),92431,Age: 20-34,253.0
Communication Disability,Region X (Northern Mindanao),92431,Age: 20-34,131.0
Hearing Disability,Region X (Northern Mindanao),92431,Age: 20-34,118.0
Mobility Disability,Region X (Northern Mindanao),92431,Age: 20-34,92.0
Self-Care Disability,Region X (Northern Mindanao),92431,Age: 20-34,63.0
Visual Disability,Region X (Northern Mindanao),92431,Age: 20-34,296.0
Cognitive Disability,Region X (Northern Mindanao),1095270,Age: 20-34,99.0
Communication Disability,Region X (Northern Mindanao),1095270,Age: 20-34,92.0
Hearing Disability,Region X (Northern Mindanao),1095270,Age: 20-34,71.0
Mobility Disability,Region X (Northern Mindanao),1095270,Age: 20-34,58.0
Self-Care Disability,Region X (Northern Mindanao),1095270,Age: 20-34,47.0
Visual Disability,Region X (Northern Mindanao),1095270,Age: 20-34,202.0
Cognitive Disability,Region X (Northern Mindanao),627158,Age: 20-34,128.0
Communication Disability,Region X (Northern Mindanao),627158,Age: 20-34,114.0
Hearing Disability,Region X (Northern Mindanao),627158,Age: 20-34,96.0
Mobility Disability,Region X (Northern Mindanao),627158,Age: 20-34,84.0
Self-Care Disability,Region X (Northern Mindanao),627158,Age: 20-34,61.0
Visual Disability,Region X (Northern Mindanao),627158,Age: 20-34,259.0
Cognitive Disability,Region X (Northern Mindanao),1692002,Age: 20-34,128.0
Communication Disability,Region X (Northern Mindanao),1692002,Age: 20-34,108.0
Hearing Disability,Region X (Northern Mindanao),1692002,Age: 20-34,94.0
Mobility Disability,Region X (Northern Mindanao),1692002,Age: 20-34,78.0
Self-Care Disability,Region X (Northern Mindanao),1692002,Age: 20-34,61.0
Visual Disability,Region X (Northern Mindanao),1692002,Age: 20-34,332.0
Cognitive Disability,Region XIII (Caraga),738775,Age: 20-34,158.0
Communication Disability,Region XIII (Caraga),738775,Age: 20-34,116.0
Hearing Disability,Region XIII (Caraga),738775,Age: 20-34,104.0
Mobility Disability,Region XIII (Caraga),738775,Age: 20-34,83.0
Self-Care Disability,Region XIII (Caraga),738775,Age: 20-34,63.0
Visual Disability,Region XIII (Caraga),738775,Age: 20-34,332.0
Cognitive Disability,Region XIII (Caraga),734982,Age: 20-34,217.0
Communication Disability,Region XIII (Caraga),734982,Age: 20-34,123.0
Hearing Disability,Region XIII (Caraga),734982,Age: 20-34,129.0
Mobility Disability,Region XIII (Caraga),734982,Age: 20-34,101.0
Self-Care Disability,Region XIII (Caraga),734982,Age: 20-34,65.0
Visual Disability,Region XIII (Caraga),734982,Age: 20-34,282.0
Cognitive Disability,Region XIII (Caraga),130671,Age: 20-34,186.0
Communication Disability,Region XIII (Caraga),130671,Age: 20-34,108.0
Hearing Disability,Region XIII (Caraga),130671,Age: 20-34,114.0
Mobility Disability,Region XIII (Caraga),130671,Age: 20-34,86.0
Self-Care Disability,Region XIII (Caraga),130671,Age: 20-34,64.0
Visual Disability,Region XIII (Caraga),130671,Age: 20-34,276.0
Cognitive Disability,Region XIII (Caraga),528148,Age: 20-34,172.0
Communication Disability,Region XIII (Caraga),528148,Age: 20-34,101.0
Hearing Disability,Region XIII (Caraga),528148,Age: 20-34,113.0
Mobility Disability,Region XIII (Caraga),528148,Age: 20-34,96.0
Self-Care Disability,Region XIII (Caraga),528148,Age: 20-34,56.0
Visual Disability,Region XIII (Caraga),528148,Age: 20-34,366.0
Cognitive Disability,Region XIII (Caraga),620531,Age: 20-34,205.0
Communication Disability,Region XIII (Caraga),620531,Age: 20-34,129.0
Hearing Disability,Region XIII (Caraga),620531,Age: 20-34,111.0
Mobility Disability,Region XIII (Caraga),620531,Age: 20-34,98.0
Self-Care Disability,Region XIII (Caraga),620531,Age: 20-34,58.0
Visual Disability,Region XIII (Caraga),620531,Age: 20-34,318.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 35–54,79.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 35–54,72.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 35–54,139.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 35–54,161.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 35–54,54.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 35–54,618.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 35–54,674.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 35–54,271.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 35–54,678.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 35–54,691.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 35–54,304.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 35–54,2190.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 35–54,187.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 35–54,133.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 35–54,245.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 35–54,257.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 35–54,135.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 35–54,785.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 35–54,31.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 35–54,40.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 35–54,58.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 35–54,58.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 35–54,21.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 35–54,154.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 35–54,134.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 35–54,68.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 35–54,195.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 35–54,155.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 35–54,48.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 35–54,471.0
Cognitive Disability,Cordillera Administrative Region (CAR),247402,Age: 35–54,494.0
Communication Disability,Cordillera Administrative Region (CAR),247402,Age: 35–54,125.0
Hearing Disability,Cordillera Administrative Region (CAR),247402,Age: 35–54,433.0
Mobility Disability,Cordillera Administrative Region (CAR),247402,Age: 35–54,411.0
Self-Care Disability,Cordillera Administrative Region (CAR),247402,Age: 35–54,102.0
Visual Disability,Cordillera Administrative Region (CAR),247402,Age: 35–54,2437.0
Cognitive Disability,Cordillera Administrative Region (CAR),123899,Age: 35–54,957.0
Communication Disability,Cordillera Administrative Region (CAR),123899,Age: 35–54,161.0
Hearing Disability,Cordillera Administrative Region (CAR),123899,Age: 35–54,511.0
Mobility Disability,Cordillera Administrative Region (CAR),123899,Age: 35–54,391.0
Self-Care Disability,Cordillera Administrative Region (CAR),123899,Age: 35–54,130.0
Visual Disability,Cordillera Administrative Region (CAR),123899,Age: 35–54,2080.0
Cognitive Disability,Cordillera Administrative Region (CAR),848552,Age: 35–54,248.0
Communication Disability,Cordillera Administrative Region (CAR),848552,Age: 35–54,103.0
Hearing Disability,Cordillera Administrative Region (CAR),848552,Age: 35–54,313.0
