Disability,Region,Status,RegCode_Old,Province,ProvCode_Old,Household Population 5 Years Old and Over with Functional Difficulty,Population,Person affected by disability per 100k,scale affected
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,1436,4015981,36.0,1.5563025007672873
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,1767,4960933,36.0,1.5563025007672873
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,1015,2940822,35.0,1.5440680443502757
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,PH118200000,13613,774102,1759.0,3.245265839457461
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,PH112300000,15708,1056457,1487.0,3.172310968521954
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,PH112400000,25813,2520852,1024.0,3.010299956639812
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,PH118600000,4440,338925,1311.0,3.117602691690084
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,PH112500000,8477,600531,1412.0,3.149834696715785
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,PH118200000,1930,774102,250.0,2.3979400086720375
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,PH112300000,1923,1056457,183.0,2.2624510897304293
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,PH112400000,3291,2520852,131.0,2.1172712956557644
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,PH118600000,534,338925,158.0,2.1986570869544226
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,PH112500000,1182,600531,197.0,2.294466226161593
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,PH118200000,542,774102,71.0,1.8512583487190752
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL NORTE,PH112300000,492,1056457,47.0,1.6720978579357175
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL SUR,PH112400000,1035,2520852,42.0,1.6232492903979006
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO OCCIDENTAL,PH118600000,138,338925,41.0,1.6127838567197355
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO ORIENTAL,PH112500000,309,600531,52.0,1.7160033436347992
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,COTABATO (NORTH COTABATO),PH124700000,17356,1527149,1137.0,3.0557604646877348
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SARANGANI,PH128000000,51049,583791,8745.0,3.9417598138146954
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SOUTH COTABATO,PH126300000,17816,1644256,1084.0,3.0350292822023683
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SULTAN KUDARAT,PH126500000,11537,855241,1349.0,3.1300119496719043
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,COTABATO (NORTH COTABATO),PH124700000,2239,1527149,147.0,2.167317334748176
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SARANGANI,PH128000000,7223,583791,1238.0,3.0927206446840994
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SOUTH COTABATO,PH126300000,2266,1644256,138.0,2.1398790864012365
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SULTAN KUDARAT,PH126500000,1110,855241,130.0,2.113943352306837
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,COTABATO (NORTH COTABATO),PH124700000,595,1527149,39.0,1.591064607026499
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SARANGANI,PH128000000,2074,583791,356.0,2.5514499979728753
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SOUTH COTABATO,PH126300000,760,1644256,47.0,1.6720978579357175
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SULTAN KUDARAT,PH126500000,280,855241,33.0,1.5185139398778875
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS NORTE,PH012800000,10460,613421,1706.0,3.231979026831504
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS SUR,PH012900000,17611,715810,2461.0,3.3911116137028023
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,LA UNION,PH013300000,15722,828194,1899.0,3.2785249647370174
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,PANGASINAN,PH015500000,56074,3113382,1802.0,3.255754786643044
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS NORTE,PH012800000,1735,613421,283.0,2.45178643552429
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS SUR,PH012900000,2734,715810,382.0,2.582063362911709
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,LA UNION,PH013300000,2449,828194,296.0,2.4712917110589387
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,PANGASINAN,PH015500000,7495,3113382,241.0,2.3820170425748683
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS NORTE,PH012800000,443,613421,73.0,1.863322860120456
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS SUR,PH012900000,499,715810,70.0,1.845098040014257
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,LA UNION,PH013300000,698,828194,85.0,1.9294189257142926
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,PANGASINAN,PH015500000,1842,3113382,60.0,1.7781512503836436
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,BATANES,PH020900000,386,17874,2160.0,3.3344537511509307
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,CAGAYAN,PH021500000,27262,1273322,2142.0,3.330819466495837
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,ISABELA,PH023100000,34851,1685739,2068.0,3.315550534421905
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,NUEVA VIZCAYA,PH025000000,10638,482894,2203.0,3.343014497150768
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,QUIRINO,PH025700000,3674,197917,1857.0,3.2688119037397803
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,BATANES,PH020900000,80,17874,448.0,2.651278013998144
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,CAGAYAN,PH021500000,4023,1273322,316.0,2.499687082618404
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,ISABELA,PH023100000,4899,1685739,291.0,2.4638929889859074
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,NUEVA VIZCAYA,PH025000000,1524,482894,316.0,2.499687082618404
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,QUIRINO,PH025700000,552,197917,279.0,2.4456042032735974
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,BATANES,PH020900000,19,17874,107.0,2.0293837776852097
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,CAGAYAN,PH021500000,1016,1273322,80.0,1.9030899869919435
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,ISABELA,PH023100000,1122,1685739,67.0,1.8260748027008264
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,NUEVA VIZCAYA,PH025000000,320,482894,67.0,1.8260748027008264
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,QUIRINO,PH025700000,122,197917,62.0,1.792391689498254
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,AURORA,PH037700000,3169,227530,1393.0,3.1439511164239633
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,BATAAN,PH030800000,10985,836076,1314.0,3.118595365223762
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,BULACAN,PH031400000,47085,3646679,1292.0,3.1112625136590655
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,NUEVA ECIJA,PH034900000,40058,2355414,1701.0,3.230704313612569
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,PAMPANGA,PH035400000,23070,2893624,798.0,2.9020028913507296
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,TARLAC,PH036900000,18863,1460137,1292.0,3.1112625136590655
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,ZAMBALES,PH037100000,15486,894254,1732.0,3.2385478876813276
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,AURORA,PH037700000,396,227530,175.0,2.2430380486862944
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,BATAAN,PH030800000,1307,836076,157.0,2.1958996524092336
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,BULACAN,PH031400000,5015,3646679,138.0,2.1398790864012365
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,NUEVA ECIJA,PH034900000,4133,2355414,176.0,2.24551266781415
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,PAMPANGA,PH035400000,2363,2893624,82.0,1.9138138523837167
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,TARLAC,PH036900000,2312,1460137,159.0,2.2013971243204513
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,ZAMBALES,PH037100000,1981,894254,222.0,2.346352974450639
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,AURORA,PH037700000,129,227530,57.0,1.7558748556724915
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,BATAAN,PH030800000,462,836076,56.0,1.7481880270062005
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,BULACAN,PH031400000,1688,3646679,47.0,1.6720978579357175
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,NUEVA ECIJA,PH034900000,1125,2355414,48.0,1.6812412373755872
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,PAMPANGA,PH035400000,897,2893624,31.0,1.4913616938342726
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,TARLAC,PH036900000,675,1460137,47.0,1.6720978579357175
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,ZAMBALES,PH037100000,580,894254,65.0,1.8129133566428555
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,BATANGAS,PH041000000,31107,3033730,1026.0,3.0111473607757975
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,CAVITE,PH042100000,40593,4210866,965.0,2.9845273133437926
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,LAGUNA,PH043400000,34343,3343703,1028.0,3.011993114659257
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,QUEZON,PH045600000,39118,2260033,1731.0,3.238297067875394
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,RIZAL,PH045800000,30952,3208959,965.0,2.9845273133437926
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,BATANGAS,PH041000000,3901,3033730,129.0,2.110589710299249
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,CAVITE,PH042100000,4517,4210866,108.0,2.03342375548695
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,LAGUNA,PH043400000,3525,3343703,106.0,2.0253058652647704
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,QUEZON,PH045600000,4997,2260033,222.0,2.346352974450639
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,RIZAL,PH045800000,3435,3208959,108.0,2.03342375548695
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,BATANGAS,PH041000000,1221,3033730,41.0,1.6127838567197355
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,CAVITE,PH042100000,1789,4210866,43.0,1.6334684555795864
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,LAGUNA,PH043400000,1251,3343703,38.0,1.5797835966168101
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,QUEZON,PH045600000,1353,2260033,60.0,1.7781512503836436
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,RIZAL,PH045800000,1181,3208959,37.0,1.568201724066995
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,CITY OF ISABELA (NOT A PROVINCE),PH099700000,1059,127728,830.0,2.9190780923760737
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,18842,1047292,1800.0,3.255272505103306
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL SUR,PH097300000,25188,1928337,1307.0,3.116275587580544
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,12030,679404,1771.0,3.248218561190075
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,CITY OF ISABELA (NOT A PROVINCE),PH099700000,88,127728,69.0,1.8388490907372552
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,2438,1047292,233.0,2.367355921026019
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL SUR,PH097300000,3086,1928337,161.0,2.2068258760318495
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,1588,679404,234.0,2.369215857410143
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,CITY OF ISABELA (NOT A PROVINCE),PH099700000,31,127728,25.0,1.3979400086720377
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,PH097200000,618,1047292,60.0,1.7781512503836436
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,PH097300000,890,1928337,47.0,1.6720978579357175
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,PH098300000,397,679404,59.0,1.7708520116421442
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,PH050500000,23203,1396088,1663.0,3.2208922492195193
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,PH051600000,12033,622514,1933.0,3.286231854028553
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,PH051700000,42865,2059495,2082.0,3.3184807251745174
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,CATANDUANES,PH052000000,5657,272941,2073.0,3.3165993020938607
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,MASBATE,PH054100000,12225,937079,1305.0,3.1156105116742996
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,SORSOGON,PH056200000,17306,845718,2047.0,3.311117842662506
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,ALBAY,PH050500000,3256,1396088,234.0,2.369215857410143
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES NORTE,PH051600000,1661,622514,267.0,2.4265112613645754
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,CAMARINES SUR,PH051700000,6936,2059495,337.0,2.5276299008713385
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,CATANDUANES,PH052000000,797,272941,293.0,2.4668676203541096
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,MASBATE,PH054100000,1609,937079,172.0,2.2355284469075487
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,SORSOGON,PH056200000,2553,845718,302.0,2.4800069429571505
Hearing Disability,Region V (Bicol Region),Severe,PH050000000,ALBAY,PH050500000,887,1396088,64.0,1.806179973983887
Hearing Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES NORTE,PH051600000,450,622514,73.0,1.863322860120456
Hearing Disability,Region V (Bicol Region),Severe,PH050000000,CAMARINES SUR,PH051700000,1603,2059495,78.0,1.8920946026904804
Hearing Disability,Region V (Bicol Region),Severe,PH050000000,CATANDUANES,PH052000000,211,272941,78.0,1.8920946026904804
Hearing Disability,Region V (Bicol Region),Severe,PH050000000,MASBATE,PH054100000,513,937079,55.0,1.7403626894942439
Hearing Disability,Region V (Bicol Region),Severe,PH050000000,SORSOGON,PH056200000,609,845718,73.0,1.863322860120456
Hearing Disability,Region VI (Western Visayas),Mild,PH060000000,AKLAN,PH060400000,12948,605584,2139.0,3.330210784571528
Hearing Disability,Region VI (Western Visayas),Mild,PH060000000,ANTIQUE,PH060600000,15178,612454,2479.0,3.3942765267678214
Hearing Disability,Region VI (Western Visayas),Mild,PH060000000,CAPIZ,PH061900000,15312,803083,1907.0,3.280350693046006
Hearing Disability,Region VI (Western Visayas),Mild,PH060000000,GUIMARAS,PH067900000,2686,185174,1451.0,3.161667412437736
Hearing Disability,Region VI (Western Visayas),Mild,PH060000000,ILOILO,PH063000000,50006,2524211,1982.0,3.2971036501492565
Hearing Disability,Region VI (Western Visayas),Mild,PH060000000,NEGROS OCCIDENTAL,PH064500000,44390,3174389,1399.0,3.1458177144918276
Hearing Disability,Region VI (Western Visayas),Moderate,PH060000000,AKLAN,PH060400000,1870,605584,309.0,2.4899584794248346
Hearing Disability,Region VI (Western Visayas),Moderate,PH060000000,ANTIQUE,PH060600000,2292,612454,375.0,2.574031267727719
Hearing Disability,Region VI (Western Visayas),Moderate,PH060000000,CAPIZ,PH061900000,1801,803083,225.0,2.3521825181113627
Hearing Disability,Region VI (Western Visayas),Moderate,PH060000000,GUIMARAS,PH067900000,348,185174,188.0,2.27415784926368
Hearing Disability,Region VI (Western Visayas),Moderate,PH060000000,ILOILO,PH063000000,7219,2524211,286.0,2.456366033129043
Hearing Disability,Region VI (Western Visayas),Moderate,PH060000000,NEGROS OCCIDENTAL,PH064500000,5581,3174389,176.0,2.24551266781415
Hearing Disability,Region VI (Western Visayas),Severe,PH060000000,AKLAN,PH060400000,449,605584,75.0,1.8750612633917
Hearing Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,PH060600000,504,612454,83.0,1.919078092376074
Hearing Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,PH061900000,480,803083,60.0,1.7781512503836436
Hearing Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,PH067900000,116,185174,63.0,1.7993405494535817
Hearing Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,PH063000000,1732,2524211,69.0,1.8388490907372552
