Disability,Region,Status,RegCode_New,Province,Household Population 5 Years Old and Over with Functional Difficulty,Province_pcode,Population,Person affected by disability per 100k,scale affected
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,606,PH060600000,612454,99.0,1.99563519459755
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,624,PH061900000,803083,78.0,1.8920946026904804
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,149,PH067900000,185174,81.0,1.9084850188786497
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,2206,PH063000000,2524211,88.0,1.9444826721501687
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,NEGROS OCCIDENTAL,1780,PH064500000,3174389,57.0,1.7558748556724915
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,BOHOL,28369,PH071200000,1365107,2079.0,3.317854489331469
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,CEBU,52135,PH072200000,5085207,1026.0,3.0111473607757975
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,NEGROS ORIENTAL,22844,PH074600000,1406274,1625.0,3.210853365314893
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,SIQUIJOR,1731,PH076100000,100457,1724.0,3.236537261488694
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,BOHOL,3986,PH071200000,1365107,292.0,2.4653828514484184
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,CEBU,8237,PH072200000,5085207,162.0,2.2095150145426308
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,NEGROS ORIENTAL,3481,PH074600000,1406274,248.0,2.3944516808262164
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,SIQUIJOR,282,PH076100000,100457,281.0,2.44870631990508
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,BOHOL,1266,PH071200000,1365107,93.0,1.968482948553935
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,CEBU,3061,PH072200000,5085207,61.0,1.7853298350107671
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,NEGROS ORIENTAL,1161,PH074600000,1406274,83.0,1.919078092376074
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,SIQUIJOR,130,PH076100000,100457,130.0,2.113943352306837
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,BILIRAN,2811,PH087800000,179362,1568.0,3.1953460583484197
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,EASTERN SAMAR,8597,PH082600000,503495,1708.0,3.232487866352986
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,LEYTE,31994,PH083700000,2124269,1507.0,3.1781132523146316
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,NORTHERN SAMAR,12277,PH084800000,668766,1836.0,3.2638726768652235
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SAMAR (WESTERN SAMAR),7341,PH086000000,822095,893.0,2.9508514588885464
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SOUTHERN LEYTE,10382,PH086400000,444355,2337.0,3.368658712392227
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,BILIRAN,368,PH087800000,179362,206.0,2.3138672203691533
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,EASTERN SAMAR,1117,PH082600000,503495,222.0,2.346352974450639
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,LEYTE,3950,PH083700000,2124269,186.0,2.2695129442179165
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,NORTHERN SAMAR,1431,PH084800000,668766,214.0,2.330413773349191
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SAMAR (WESTERN SAMAR),1010,PH086000000,822095,123.0,2.089905111439398
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SOUTHERN LEYTE,1234,PH086400000,444355,278.0,2.444044795918076
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,BILIRAN,127,PH087800000,179362,71.0,1.8512583487190752
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,EASTERN SAMAR,332,PH082600000,503495,66.0,1.8195439355418688
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,1292,PH083700000,2124269,61.0,1.7853298350107671
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,402,PH084800000,668766,61.0,1.7853298350107671
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),281,PH086000000,822095,35.0,1.5440680443502757
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,398,PH086400000,444355,90.0,1.954242509439325
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,21957,PH101300000,1510189,1454.0,3.162564406523019
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,1966,PH101800000,92431,2127.0,3.327767489902729
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,9614,PH103500000,1095270,878.0,2.9434945159061026
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,9468,PH104200000,627158,1510.0,3.1789769472931693
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,17427,PH104300000,1692002,1030.0,3.012837224705172
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,2669,PH101300000,1510189,177.0,2.247973266361807
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,235,PH101800000,92431,255.0,2.406540180433955
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,1269,PH103500000,1095270,116.0,2.0644579892269186
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,1439,PH104200000,627158,230.0,2.361727836017593
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,2584,PH104300000,1692002,153.0,2.184691430817599
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,952,PH101300000,1510189,64.0,1.806179973983887
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,89,PH101800000,92431,97.0,1.9867717342662448
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,475,PH103500000,1095270,44.0,1.6434526764861874
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,509,PH104200000,627158,82.0,1.9138138523837167
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,988,PH104300000,1692002,59.0,1.7708520116421442
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,9019,PH160200000,738775,1221.0,3.0867156639448825
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,12620,PH160300000,734982,1718.0,3.2350231594952237
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,2214,PH168500000,130671,1695.0,3.229169702539101
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,9482,PH166700000,528148,1796.0,3.2543063323312857
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,11938,PH166800000,620531,1924.0,3.284205067701794
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,1221,PH160200000,738775,166.0,2.220108088040055
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,1438,PH160300000,734982,196.0,2.292256071356476
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,259,PH168500000,130671,199.0,2.298853076409707
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,1050,PH166700000,528148,199.0,2.298853076409707
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,1487,PH166800000,620531,240.0,2.380211241711606
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,430,PH160200000,738775,59.0,1.7708520116421442
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,481,PH160300000,734982,66.0,1.8195439355418688
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,66,PH168500000,130671,51.0,1.7075701760979363
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,305,PH166700000,528148,58.0,1.7634279935629373
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,455,PH166800000,620531,74.0,1.8692317197309762
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,1116,PH150700000,386697,289.0,2.4608978427565478
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,11719,PH153600000,1146287,1023.0,3.00987563371216
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,6226,PH153800000,1323051,471.0,2.673020907128896
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,1548,PH156600000,913590,170.0,2.230448921378274
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,970,PH157000000,413690,235.0,2.3710678622717363
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,246,PH150700000,386697,64.0,1.806179973983887
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,2236,PH153600000,1146287,196.0,2.292256071356476
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,1124,PH153800000,1323051,85.0,1.9294189257142926
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,381,PH156600000,913590,42.0,1.6232492903979006
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,251,PH157000000,413690,61.0,1.7853298350107671
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,225,PH150700000,386697,59.0,1.7708520116421442
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,1525,PH153600000,1146287,134.0,2.1271047983648077
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,810,PH153800000,1323051,62.0,1.792391689498254
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,354,PH156600000,913590,39.0,1.591064607026499
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,203,PH157000000,413690,50.0,1.6989700043360187
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,1116,PH140100000,247402,452.0,2.655138434811382
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,683,PH148100000,123899,552.0,2.741939077729199
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,2604,PH141100000,848552,307.0,2.4871383754771865
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,731,PH142700000,210669,347.0,2.5403294747908736
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,869,PH143200000,220230,395.0,2.59659709562646
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,593,PH144400000,156987,378.0,2.5774917998372255
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,446,PH140100000,247402,181.0,2.2576785748691846
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,236,PH148100000,123899,191.0,2.2810333672477277
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,1280,PH141100000,848552,151.0,2.1789769472931693
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,333,PH142700000,210669,159.0,2.2013971243204513
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,378,PH143200000,220230,172.0,2.2355284469075487
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,246,PH144400000,156987,157.0,2.1958996524092336
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,338,PH140100000,247402,137.0,2.1367205671564067
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,216,PH148100000,123899,175.0,2.2430380486862944
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,1066,PH141100000,848552,126.0,2.100370545117563
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,268,PH142700000,210669,128.0,2.1072099696478683
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,317,PH143200000,220230,144.0,2.1583624920952498
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,184,PH144400000,156987,118.0,2.0718820073061255
Communication Disability,MIMAROPA Region,Mild,PH1700000000,MARINDUQUE,1390,PH174000000,241036,577.0,2.7611758131557314
Communication Disability,MIMAROPA Region,Mild,PH1700000000,OCCIDENTAL MINDORO,1830,PH175100000,515134,356.0,2.5514499979728753
Communication Disability,MIMAROPA Region,Mild,PH1700000000,ORIENTAL MINDORO,3366,PH175200000,901270,374.0,2.5728716022004803
Communication Disability,MIMAROPA Region,Mild,PH1700000000,PALAWAN,5010,PH175300000,1216009,413.0,2.615950051656401
Communication Disability,MIMAROPA Region,Mild,PH1700000000,ROMBLON,1537,PH175900000,301407,510.0,2.7075701760979363
Communication Disability,MIMAROPA Region,Moderate,PH1700000000,MARINDUQUE,577,PH174000000,241036,240.0,2.380211241711606
Communication Disability,MIMAROPA Region,Moderate,PH1700000000,OCCIDENTAL MINDORO,734,PH175100000,515134,143.0,2.155336037465062
Communication Disability,MIMAROPA Region,Moderate,PH1700000000,ORIENTAL MINDORO,1639,PH175200000,901270,182.0,2.2600713879850747
Communication Disability,MIMAROPA Region,Moderate,PH1700000000,PALAWAN,1704,PH175300000,1216009,141.0,2.1492191126553797
Communication Disability,MIMAROPA Region,Moderate,PH1700000000,ROMBLON,789,PH175900000,301407,262.0,2.4183012913197452
Communication Disability,MIMAROPA Region,Severe,PH1700000000,MARINDUQUE,444,PH174000000,241036,185.0,2.2671717284030137
Communication Disability,MIMAROPA Region,Severe,PH1700000000,OCCIDENTAL MINDORO,597,PH175100000,515134,116.0,2.0644579892269186
Communication Disability,MIMAROPA Region,Severe,PH1700000000,ORIENTAL MINDORO,1270,PH175200000,901270,141.0,2.1492191126553797
Communication Disability,MIMAROPA Region,Severe,PH1700000000,PALAWAN,1310,PH175300000,1216009,108.0,2.03342375548695
Communication Disability,MIMAROPA Region,Severe,PH1700000000,ROMBLON,497,PH175900000,301407,165.0,2.2174839442139063
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",6213,PH133900000,1886920,330.0,2.5185139398778875
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",10437,PH137600000,4015981,260.0,2.4149733479708178
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",12641,PH137400000,4960933,255.0,2.406540180433955
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",6207,PH137500000,2940822,212.0,2.326335860928751
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",2033,PH133900000,1886920,108.0,2.03342375548695
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",3608,PH137600000,4015981,90.0,1.954242509439325
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",4680,PH137400000,4960933,95.0,1.9777236052888478
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",2445,PH137500000,2940822,84.0,1.9242792860618816
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",1917,PH133900000,1886920,102.0,2.0086001717619175
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",3337,PH137600000,4015981,84.0,1.9242792860618816
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",4160,PH137400000,4960933,84.0,1.9242792860618816
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",2386,PH137500000,2940822,82.0,1.9138138523837167
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,2851,PH118200000,774102,369.0,2.56702636615906
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,3540,PH112300000,1056457,336.0,2.526339277389844
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,7639,PH112400000,2520852,304.0,2.482873583608754
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,1351,PH118600000,338925,399.0,2.6009728956867484
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,2025,PH112500000,600531,338.0,2.5289167002776547
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,1243,PH118200000,774102,161.0,2.2068258760318495
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,1410,PH112300000,1056457,134.0,2.1271047983648077
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,3152,PH112400000,2520852,126.0,2.100370545117563
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,442,PH118600000,338925,131.0,2.1172712956557644
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,764,PH112500000,600531,128.0,2.1072099696478683
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,1086,PH118200000,774102,141.0,2.1492191126553797
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL NORTE,1158,PH112300000,1056457,110.0,2.041392685158225
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL SUR,2736,PH112400000,2520852,109.0,2.037426497940624
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO OCCIDENTAL,353,PH118600000,338925,105.0,2.0211892990699383
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO ORIENTAL,610,PH112500000,600531,102.0,2.0086001717619175
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,COTABATO (NORTH COTABATO),4843,PH124700000,1527149,318.0,2.5024271199844326
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SARANGANI,11983,PH128000000,583791,2053.0,3.312388949370592
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SOUTH COTABATO,4813,PH126300000,1644256,293.0,2.4668676203541096
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SULTAN KUDARAT,3277,PH126500000,855241,384.0,2.584331224367531
