Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,id,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Both Sexes,Severe,PH023100000,966,270,179,130,387
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Female,All,PH023100000,16698,472,1049,3331,11846
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Female,Mild,PH023100000,14390,262,831,3056,10241
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Female,Moderate,PH023100000,1815,102,143,212,1358
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Female,Severe,PH023100000,493,108,75,63,247
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Male,All,PH023100000,11415,636,893,2580,7306
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Male,Mild,PH023100000,9721,307,641,2313,6460
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Male,Moderate,PH023100000,1221,167,148,200,706
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Cognitive Disability,Male,Severe,PH023100000,473,162,104,67,140
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Both Sexes,All,PH023100000,11222,2063,1855,1993,5311
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Both Sexes,Mild,PH023100000,6429,811,816,1100,3702
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Both Sexes,Moderate,PH023100000,2509,537,475,482,1015
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Both Sexes,Severe,PH023100000,2284,715,564,411,594
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Female,All,PH023100000,5749,887,869,877,3116
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Female,Mild,PH023100000,3266,355,320,414,2177
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Female,Moderate,PH023100000,1338,229,265,248,596
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Female,Severe,PH023100000,1145,303,284,215,343
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Male,All,PH023100000,5473,1176,986,1116,2195
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Male,Mild,PH023100000,3163,456,496,686,1525
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Male,Moderate,PH023100000,1171,308,210,234,419
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Communication Disability,Male,Severe,PH023100000,1139,412,280,196,251
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Both Sexes,All,PH023100000,40872,1275,1799,6358,31440
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Both Sexes,Mild,PH023100000,34851,868,1344,5663,26976
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Both Sexes,Moderate,PH023100000,4899,181,233,473,4012
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Both Sexes,Severe,PH023100000,1122,226,222,222,452
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Female,All,PH023100000,22217,546,877,3172,17622
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Female,Mild,PH023100000,19058,374,675,2881,15128
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Female,Moderate,PH023100000,2641,72,111,195,2263
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Female,Severe,PH023100000,518,100,91,96,231
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Male,All,PH023100000,18655,729,922,3186,13818
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Male,Mild,PH023100000,15793,494,669,2782,11848
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Male,Moderate,PH023100000,2258,109,122,278,1749
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Hearing Disability,Male,Severe,PH023100000,604,126,131,126,221
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Both Sexes,All,PH023100000,39987,1190,1674,7099,30024
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Both Sexes,Mild,PH023100000,31711,545,1082,5758,24326
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Both Sexes,Moderate,PH023100000,5796,263,327,996,4210
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Both Sexes,Severe,PH023100000,2480,382,265,345,1488
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Female,All,PH023100000,21688,493,637,3037,17521
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Female,Mild,PH023100000,17394,241,423,2540,14190
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Female,Moderate,PH023100000,3012,99,112,350,2451
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Female,Severe,PH023100000,1282,153,102,147,880
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Male,All,PH023100000,18299,697,1037,4062,12503
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Male,Mild,PH023100000,14317,304,659,3218,10136
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Male,Moderate,PH023100000,2784,164,215,646,1759
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Mobility Disability,Male,Severe,PH023100000,1198,229,163,198,608
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Both Sexes,All,PH023100000,10452,1547,861,1289,6755
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Both Sexes,Mild,PH023100000,5909,746,379,717,4067
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Both Sexes,Moderate,PH023100000,1961,272,204,274,1211
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Both Sexes,Severe,PH023100000,2582,529,278,298,1477
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Female,All,PH023100000,5659,660,385,554,4060
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Female,Mild,PH023100000,3305,332,184,319,2470
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Female,Moderate,PH023100000,1005,116,76,97,716
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Female,Severe,PH023100000,1349,212,125,138,874
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Male,All,PH023100000,4793,887,476,735,2695
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Male,Mild,PH023100000,2604,414,195,398,1597
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Male,Moderate,PH023100000,956,156,128,177,495
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Self-Care Disability,Male,Severe,PH023100000,1233,317,153,160,603
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Both Sexes,All,PH023100000,152476,3426,8680,52603,87767
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Both Sexes,Mild,PH023100000,141789,2835,8053,50731,80170
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Both Sexes,Moderate,PH023100000,9011,312,397,1566,6736
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Both Sexes,Severe,PH023100000,1676,279,230,306,861
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Female,All,PH023100000,85735,1961,5392,28631,49751
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Female,Mild,PH023100000,79501,1681,5099,27666,45055
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Female,Moderate,PH023100000,5314,153,200,809,4152
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Female,Severe,PH023100000,920,127,93,156,544
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Male,All,PH023100000,66741,1465,3288,23972,38016
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Male,Mild,PH023100000,62288,1154,2954,23065,35115
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Male,Moderate,PH023100000,3697,159,197,757,2584
Region II (Cagayan Valley),ISABELA,PH020000000,PH0203100000,Visual Disability,Male,Severe,PH023100000,756,152,137,150,317
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Both Sexes,All,PH025000000,8619,445,604,1660,5910
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Both Sexes,Mild,PH025000000,7214,226,421,1483,5084
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Both Sexes,Moderate,PH025000000,1103,137,121,134,711
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Both Sexes,Severe,PH025000000,302,82,62,43,115
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Female,All,PH025000000,4900,193,279,865,3563
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Female,Mild,PH025000000,4109,92,210,781,3026
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Female,Moderate,PH025000000,624,59,43,65,457
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Female,Severe,PH025000000,167,42,26,19,80
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Male,All,PH025000000,3719,252,325,795,2347
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Male,Mild,PH025000000,3105,134,211,702,2058
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Male,Moderate,PH025000000,479,78,78,69,254
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Cognitive Disability,Male,Severe,PH025000000,135,40,36,24,35
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Both Sexes,All,PH025000000,3271,562,480,519,1710
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Both Sexes,Mild,PH025000000,1892,211,195,284,1202
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Both Sexes,Moderate,PH025000000,776,172,138,123,343
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Both Sexes,Severe,PH025000000,603,179,147,112,165
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Female,All,PH025000000,1652,233,193,230,996
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Female,Mild,PH025000000,957,82,63,112,700
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Female,Moderate,PH025000000,408,73,63,66,206
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Female,Severe,PH025000000,287,78,67,52,90
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Male,All,PH025000000,1619,329,287,289,714
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Male,Mild,PH025000000,935,129,132,172,502
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Male,Moderate,PH025000000,368,99,75,57,137
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Communication Disability,Male,Severe,PH025000000,316,101,80,60,75
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Both Sexes,All,PH025000000,12482,416,526,1828,9712
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Both Sexes,Mild,PH025000000,10638,282,393,1632,8331
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Both Sexes,Moderate,PH025000000,1524,75,66,131,1252
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Both Sexes,Severe,PH025000000,320,59,67,65,129
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Female,All,PH025000000,6745,191,252,864,5438
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Female,Mild,PH025000000,5768,134,198,785,4651
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Female,Moderate,PH025000000,832,32,29,56,715
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Female,Severe,PH025000000,145,25,25,23,72
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Male,All,PH025000000,5737,225,274,964,4274
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Male,Mild,PH025000000,4870,148,195,847,3680
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Male,Moderate,PH025000000,692,43,37,75,537
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Hearing Disability,Male,Severe,PH025000000,175,34,42,42,57
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Both Sexes,All,PH025000000,13157,451,531,2042,10133
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Both Sexes,Mild,PH025000000,10374,205,339,1654,8176
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Both Sexes,Moderate,PH025000000,1957,102,88,273,1494
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Both Sexes,Severe,PH025000000,826,144,104,115,463
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Female,All,PH025000000,7170,188,219,874,5889
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Female,Mild,PH025000000,5699,88,138,703,4770
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Female,Moderate,PH025000000,1032,30,36,109,857
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Female,Severe,PH025000000,439,70,45,62,262
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Male,All,PH025000000,5987,263,312,1168,4244
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Male,Mild,PH025000000,4675,117,201,951,3406
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Male,Moderate,PH025000000,925,72,52,164,637
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Mobility Disability,Male,Severe,PH025000000,387,74,59,53,201
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Both Sexes,All,PH025000000,3911,657,313,452,2489
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Both Sexes,Mild,PH025000000,2129,256,127,260,1486
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Both Sexes,Moderate,PH025000000,747,116,68,76,487
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Both Sexes,Severe,PH025000000,1035,285,118,116,516
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Female,All,PH025000000,2087,294,133,195,1465
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Female,Mild,PH025000000,1166,118,47,109,892
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Female,Moderate,PH025000000,384,40,35,30,279
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Female,Severe,PH025000000,537,136,51,56,294
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Male,All,PH025000000,1824,363,180,257,1024
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Male,Mild,PH025000000,963,138,80,151,594
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Male,Moderate,PH025000000,363,76,33,46,208
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Self-Care Disability,Male,Severe,PH025000000,498,149,67,60,222
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Both Sexes,All,PH025000000,36041,782,1828,10722,22709
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Both Sexes,Mild,PH025000000,33299,652,1657,10334,20656
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Both Sexes,Moderate,PH025000000,2362,81,124,332,1825
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Both Sexes,Severe,PH025000000,380,49,47,56,228
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Female,All,PH025000000,20453,442,1155,5879,12977
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Female,Mild,PH025000000,18832,383,1072,5687,11690
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Female,Moderate,PH025000000,1401,38,62,157,1144
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Female,Severe,PH025000000,220,21,21,35,143
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Male,All,PH025000000,15588,340,673,4843,9732
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Male,Mild,PH025000000,14467,269,585,4647,8966
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Male,Moderate,PH025000000,961,43,62,175,681
Region II (Cagayan Valley),NUEVA VIZCAYA,PH020000000,PH0205000000,Visual Disability,Male,Severe,PH025000000,160,28,26,21,85
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Both Sexes,All,PH025700000,2957,139,222,571,2025
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Both Sexes,Mild,PH025700000,2517,72,157,502,1786
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Both Sexes,Moderate,PH025700000,355,50,49,54,202
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Both Sexes,Severe,PH025700000,85,17,16,15,37
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Female,All,PH025700000,1679,54,97,296,1232
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Female,Mild,PH025700000,1461,34,77,270,1080
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Female,Moderate,PH025700000,177,14,17,20,126
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Female,Severe,PH025700000,41,6,3,6,26
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Male,All,PH025700000,1278,85,125,275,793
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Male,Mild,PH025700000,1056,38,80,232,706
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Male,Moderate,PH025700000,178,36,32,34,76
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Cognitive Disability,Male,Severe,PH025700000,44,11,13,9,11
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Both Sexes,All,PH025700000,1064,196,163,194,511
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Both Sexes,Mild,PH025700000,562,74,57,95,336
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Both Sexes,Moderate,PH025700000,291,56,54,60,121
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Both Sexes,Severe,PH025700000,211,66,52,39,54
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Female,All,PH025700000,502,79,68,82,273
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Female,Mild,PH025700000,286,40,28,40,178
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Female,Moderate,PH025700000,129,15,21,24,69
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Female,Severe,PH025700000,87,24,19,18,26
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Male,All,PH025700000,562,117,95,112,238
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Male,Mild,PH025700000,276,34,29,55,158
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Male,Moderate,PH025700000,162,41,33,36,52
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Communication Disability,Male,Severe,PH025700000,124,42,33,21,28
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Both Sexes,All,PH025700000,4348,181,214,684,3269
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Both Sexes,Mild,PH025700000,3674,126,158,584,2806
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Both Sexes,Moderate,PH025700000,552,32,27,71,422
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Both Sexes,Severe,PH025700000,122,23,29,29,41
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Female,All,PH025700000,2243,84,102,319,1738
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Female,Mild,PH025700000,1909,58,74,280,1497
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Female,Moderate,PH025700000,270,14,12,26,218
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Female,Severe,PH025700000,64,12,16,13,23
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Male,All,PH025700000,2105,97,112,365,1531
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Male,Mild,PH025700000,1765,68,84,304,1309
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Male,Moderate,PH025700000,282,18,15,45,204
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Hearing Disability,Male,Severe,PH025700000,58,11,13,16,18
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Both Sexes,All,PH025700000,4313,167,201,684,3261
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Both Sexes,Mild,PH025700000,3423,94,126,553,2650
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Both Sexes,Moderate,PH025700000,618,29,39,97,453
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Both Sexes,Severe,PH025700000,272,44,36,34,158
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Female,All,PH025700000,2231,67,63,281,1820
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Female,Mild,PH025700000,1822,42,46,239,1495
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Female,Moderate,PH025700000,284,14,6,30,234
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Female,Severe,PH025700000,125,11,11,12,91
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Male,All,PH025700000,2082,100,138,403,1441
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Male,Mild,PH025700000,1601,52,80,314,1155
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Male,Moderate,PH025700000,334,15,33,67,219
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Mobility Disability,Male,Severe,PH025700000,147,33,25,22,67
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Both Sexes,All,PH025700000,1069,135,107,121,706
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Both Sexes,Mild,PH025700000,534,42,37,59,396
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Both Sexes,Moderate,PH025700000,242,42,23,37,140
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Both Sexes,Severe,PH025700000,293,51,47,25,170
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Female,All,PH025700000,526,47,39,39,401
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Female,Mild,PH025700000,274,15,18,16,225
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Female,Moderate,PH025700000,110,12,7,12,79
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Female,Severe,PH025700000,142,20,14,11,97
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Male,All,PH025700000,543,88,68,82,305
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Male,Mild,PH025700000,260,27,19,43,171
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Male,Moderate,PH025700000,132,30,16,25,61
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Self-Care Disability,Male,Severe,PH025700000,151,31,33,14,73
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Both Sexes,All,PH025700000,10592,251,574,3288,6479
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Both Sexes,Mild,PH025700000,9845,195,513,3177,5960
