Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,id,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Male,Moderate,PH064500000,2498,160,177,314,1847
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Male,Severe,PH064500000,795,152,189,180,274
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Both Sexes,All,PH064500000,50234,1733,2112,7513,38876
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Both Sexes,Mild,PH064500000,38908,854,1296,5763,30995
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Both Sexes,Moderate,PH064500000,7610,383,486,1230,5511
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Both Sexes,Severe,PH064500000,3716,496,330,520,2370
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Female,All,PH064500000,27002,772,860,3012,22358
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Female,Mild,PH064500000,21114,386,525,2352,17851
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Female,Moderate,PH064500000,3883,170,185,438,3090
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Female,Severe,PH064500000,2005,216,150,222,1417
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Male,All,PH064500000,23232,961,1252,4501,16518
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Male,Mild,PH064500000,17794,468,771,3411,13144
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Male,Moderate,PH064500000,3727,213,301,792,2421
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Mobility Disability,Male,Severe,PH064500000,1711,280,180,298,953
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Both Sexes,All,PH064500000,19087,2704,1653,2463,12267
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Both Sexes,Mild,PH064500000,11554,1441,819,1466,7828
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Both Sexes,Moderate,PH064500000,3516,505,368,512,2131
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Both Sexes,Severe,PH064500000,4017,758,466,485,2308
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Female,All,PH064500000,10220,1229,710,1014,7267
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Female,Mild,PH064500000,6226,662,346,590,4628
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Female,Moderate,PH064500000,1869,245,156,218,1250
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Female,Severe,PH064500000,2125,322,208,206,1389
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Male,All,PH064500000,8867,1475,943,1449,5000
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Male,Mild,PH064500000,5328,779,473,876,3200
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Male,Moderate,PH064500000,1647,260,212,294,881
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Self-Care Disability,Male,Severe,PH064500000,1892,436,258,279,919
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Both Sexes,All,PH064500000,168792,3344,6991,48137,110320
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Both Sexes,Mild,PH064500000,156566,2745,6343,46120,101358
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Both Sexes,Moderate,PH064500000,10277,368,450,1696,7763
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Both Sexes,Severe,PH064500000,1949,231,198,321,1199
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Female,All,PH064500000,97376,1855,4253,26773,64495
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Female,Mild,PH064500000,90173,1559,3929,25758,58927
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Female,Moderate,PH064500000,6105,180,235,879,4811
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Female,Severe,PH064500000,1098,116,89,136,757
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Male,All,PH064500000,71416,1489,2738,21364,45825
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Male,Mild,PH064500000,66393,1186,2414,20362,42431
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Male,Moderate,PH064500000,4172,188,215,817,2952
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Visual Disability,Male,Severe,PH064500000,851,115,109,185,442
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Both Sexes,All,PH071200000,33621,1440,2299,6810,23072
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Both Sexes,Mild,PH071200000,28369,726,1650,5961,20032
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Both Sexes,Moderate,PH071200000,3986,402,441,618,2525
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Both Sexes,Severe,PH071200000,1266,312,208,231,515
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Female,All,PH071200000,19305,611,1197,3683,13814
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Female,Mild,PH071200000,16314,326,899,3280,11809
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Female,Moderate,PH071200000,2320,155,205,307,1653
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Female,Severe,PH071200000,671,130,93,96,352
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Male,All,PH071200000,14316,829,1102,3127,9258
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Male,Mild,PH071200000,12055,400,751,2681,8223
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Male,Moderate,PH071200000,1666,247,236,311,872
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Cognitive Disability,Male,Severe,PH071200000,595,182,115,135,163
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Both Sexes,All,PH071200000,11201,1919,1659,1834,5789
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Both Sexes,Mild,PH071200000,6136,678,678,922,3858
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Both Sexes,Moderate,PH071200000,2779,564,470,512,1233
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Both Sexes,Severe,PH071200000,2286,677,511,400,698
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Female,All,PH071200000,5674,793,732,809,3340
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Female,Mild,PH071200000,3119,265,283,358,2213
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Female,Moderate,PH071200000,1423,233,214,260,716
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Female,Severe,PH071200000,1132,295,235,191,411
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Male,All,PH071200000,5527,1126,927,1025,2449
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Male,Mild,PH071200000,3017,413,395,564,1645
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Male,Moderate,PH071200000,1356,331,256,252,517
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Communication Disability,Male,Severe,PH071200000,1154,382,276,209,287
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Both Sexes,All,PH071200000,35514,1163,1556,4366,28429
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Both Sexes,Mild,PH071200000,29515,760,1113,3775,23867
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Both Sexes,Moderate,PH071200000,4855,187,189,400,4079
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Both Sexes,Severe,PH071200000,1144,216,254,191,483
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Female,All,PH071200000,18954,552,728,2068,15606
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Female,Mild,PH071200000,15771,364,526,1789,13092
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Female,Moderate,PH071200000,2617,87,100,184,2246
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Female,Severe,PH071200000,566,101,102,95,268
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Male,All,PH071200000,16560,611,828,2298,12823
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Male,Mild,PH071200000,13744,396,587,1986,10775
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Male,Moderate,PH071200000,2238,100,89,216,1833
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Hearing Disability,Male,Severe,PH071200000,578,115,152,96,215
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Both Sexes,All,PH071200000,36451,1083,1245,4677,29446
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Both Sexes,Mild,PH071200000,27753,489,791,3635,22838
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Both Sexes,Moderate,PH071200000,5738,223,258,714,4543
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Both Sexes,Severe,PH071200000,2960,371,196,328,2065
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Female,All,PH071200000,19424,467,483,1848,16626
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Female,Mild,PH071200000,14796,223,309,1465,12799
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Female,Moderate,PH071200000,2963,84,88,231,2560
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Female,Severe,PH071200000,1665,160,86,152,1267
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Male,All,PH071200000,17027,616,762,2829,12820
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Male,Mild,PH071200000,12957,266,482,2170,10039
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Male,Moderate,PH071200000,2775,139,170,483,1983
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Mobility Disability,Male,Severe,PH071200000,1295,211,110,176,798
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Both Sexes,All,PH071200000,11595,1401,855,1211,8128
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Both Sexes,Mild,PH071200000,5900,530,350,632,4388
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Both Sexes,Moderate,PH071200000,2305,287,186,258,1574
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Both Sexes,Severe,PH071200000,3390,584,319,321,2166
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Female,All,PH071200000,6295,584,360,539,4812
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Female,Mild,PH071200000,3189,216,150,274,2549
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Female,Moderate,PH071200000,1245,112,76,122,935
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Female,Severe,PH071200000,1861,256,134,143,1328
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Male,All,PH071200000,5300,817,495,672,3316
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Male,Mild,PH071200000,2711,314,200,358,1839
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Male,Moderate,PH071200000,1060,175,110,136,639
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Self-Care Disability,Male,Severe,PH071200000,1529,328,185,178,838
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Both Sexes,All,PH071200000,86722,2034,4479,23897,56312
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Both Sexes,Mild,PH071200000,78286,1642,4020,22699,49925
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Both Sexes,Moderate,PH071200000,7051,282,386,1038,5345
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Both Sexes,Severe,PH071200000,1385,110,73,160,1042
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Female,All,PH071200000,49513,1142,2807,13074,32490
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Female,Mild,PH071200000,44700,967,2559,12494,28680
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Female,Moderate,PH071200000,4019,123,220,520,3156
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Female,Severe,PH071200000,794,52,28,60,654
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Male,All,PH071200000,37209,892,1672,10823,23822
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Male,Mild,PH071200000,33586,675,1461,10205,21245
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Male,Moderate,PH071200000,3032,159,166,518,2189
Region VII (Central Visayas),BOHOL,PH070000000,PH0701200000,Visual Disability,Male,Severe,PH071200000,591,58,45,100,388
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Both Sexes,All,PH072200000,63433,4100,6216,13235,39882
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Both Sexes,Mild,PH072200000,52135,2267,4496,11430,33942
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Both Sexes,Moderate,PH072200000,8237,1073,1163,1259,4742
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Both Sexes,Severe,PH072200000,3061,760,557,546,1198
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Female,All,PH072200000,36281,1698,3161,7232,24190
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Female,Mild,PH072200000,30238,1002,2424,6398,20414
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Female,Moderate,PH072200000,4478,395,498,587,2998
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Female,Severe,PH072200000,1565,301,239,247,778
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Male,All,PH072200000,27152,2402,3055,6003,15692
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Male,Mild,PH072200000,21897,1265,2072,5032,13528
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Male,Moderate,PH072200000,3759,678,665,672,1744
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Cognitive Disability,Male,Severe,PH072200000,1496,459,318,299,420
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Both Sexes,All,PH072200000,29181,5610,5061,5256,13254
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Both Sexes,Mild,PH072200000,16324,2169,2237,2769,9149
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Both Sexes,Moderate,PH072200000,6866,1596,1393,1313,2564
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Both Sexes,Severe,PH072200000,5991,1845,1431,1174,1541
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Female,All,PH072200000,14587,2320,2267,2358,7642
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Female,Mild,PH072200000,8197,897,938,1106,5256
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Female,Moderate,PH072200000,3408,646,633,655,1474
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Female,Severe,PH072200000,2982,777,696,597,912
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Male,All,PH072200000,14594,3290,2794,2898,5612
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Male,Mild,PH072200000,8127,1272,1299,1663,3893
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Male,Moderate,PH072200000,3458,950,760,658,1090
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Communication Disability,Male,Severe,PH072200000,3009,1068,735,577,629
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Hearing Disability,Both Sexes,All,PH072200000,73065,3035,4191,10433,55406
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Hearing Disability,Both Sexes,Mild,PH072200000,61208,1933,2972,9005,47298
Region VII (Central Visayas),CEBU,PH070000000,PH0702200000,Hearing Disability,Both Sexes,Moderate,PH072200000,9027,506,596,901,7024
